,title,specs
327,Moccasins,{'measurements': 'Heel height 0.98 inches'}
328,LG Electronics SuperSign 49LS75A-5B Digital Signage Display,"{'display_screen_type': 'LCD', 'http': '//www.lg.com/us', 'product_type': 'Digital Signage Display', 'package_type': 'Retail'}"
329,Mystik Platform Sneakers,"{'value': 'Excellent', 'width': 'True to Width', 'size': 'True to Size', 'quality': 'Excellent', 'age': '25 to 34', 'delivery': 'On Time', 'comfort': 'Very Comfortable'}"
330,AHC 10x20in Peak Canopy Kit (DRG60321),"{'color_family': 'Silver', 'water_resistant': 'Yes', 'uv_resistant': 'Yes'}"
331,Universal Car Mount Sticky Magnetic GPS Stand 360 Degree Rotating Holder,{'color': 'White'}
332,Universal Car Mount Sticky Magnetic GPS Stand 360 Degree Rotating Holder,{'color': 'White'}
333,The Legend of Zelda Link Shield,{'color': 'One Color'}
334,Skt 3/8 Dr 12Mm 6 Pt Dee,"{'color': 'Multi-Colored', 'count': '1'}"
335,"Euphrates Leather Swivel Bar Stool, Black and Cappuccino","{'sold_by': 'Houzz', 'category': 'Bar Stools And Counter Stools', 'assembly_required': 'Yes'}"
336,Part No. 10461055 — 42MT Reman Starter,"{'type': 'New', 'status': 'Active', 'voltage': '12'}"
337,"Sheer Pink Polka Dot Pattern Wired Craft Ribbon 1.5"" x 80 Yards",{'color': 'Pink'}
338,Mercer Medium Leather Crossbody,{'lining': '100% Polyester'}
339,Skechers Relaxed Fit Men's 'Harper-Melden' Mid-Top Sneaker,"{'pattern': 'Solid', 'width': 'Medium (D, M)'}"
340,Skechers Relaxed Fit Men's 'Harper-Melden' Mid-Top Sneaker,"{'pattern': 'Solid', 'width': 'Medium (D, M)'}"
341,Fargo 50030 DTC1250e ID Card Printer Single-Sided with Ethernet & Magnetic Stripe Encoding,"{'ethernet_technology': 'Fast Ethernet', 'form_factor': 'Desktop', 'usb': 'Yes', 'product_type': 'Dye Sublimation/Thermal Transfer Printer', 'ethernet': 'Yes', 'print_color': 'Color', 'maximum_print_resolution': '300 dpi', 'green_compliance_certificateauthority': 'ENERGY STAR'}"
342,"ESR20D51-02 20' External Revolving Satin Silver Flagpole w/5"" Butt Dia & 0.188"" Wall",{'color': 'Satin'}
343,Microwave Oven,"{'color_finish': 'Stainless Steel', 'price': 'Get Price', 'general_style': 'Contemporary'}"
344,"1 7/16"" Williams 1/2"" Dr Shallow Impact Socket 12 Pt - 35546","{'points': '12', 'finish': 'Impact', 'type': 'Shallow', 'scale': 'SAE'}"
345,BETTER THAN NAKED™ HAT,"{'guarantee': 'Lifetime Warranty', 'care_instructions': 'Machine Wash'}"
346,John Betjeman on Trains Hardback,{'format': 'Hardback'}
347,John Betjeman on Trains Hardback,{'format': 'Hardback'}
348,PYLE PROFESSIONAL GOOSENECK TYPE TABLE TOP DESK CONDENSER MIC MICROPHONE NEW,"{'type': 'Condenser Microphone', 'connectivity': 'Wired'}"
349,Audeze iSINE 10 In-Ear Planar Magnetic Headphones with Lightning Cable,{'color': 'Black'}
350,Kinsmart 2010 Gumpert Apollo Sport White Die-cast Metal Car,"{'warranty': 'Not Applicable', 'product_colour': 'White'}"
351,Home Styles Furniture Crescent Hill Two-Tone Tortoise Shell King Leather Upholstered Bed,{'assembly': 'Some Assembly Required'}
352,Need supply of HDL36125?,{'mounting_type': 'DIN Rail'}
353,Need supply of HDL36125?,{'mounting_type': 'DIN Rail'}
354,Toyota Hiace Super Grandia (Fabric) 3.0 AT | Monotone vs. Nissan NV350 Urvan 18-Seater vs. Nissan NV350 Urvan Cargo,"{'height': '2,105 mm', 'fuel_type': 'Diesel', 'range': '875 km', 'ground_clearance': '195 mm', 'length': '4,840 mm', 'turning_circle': '12.0 m', 'number_of_doors': '5', 'fuel_capacity': '70 L', 'engine_size': '3.0 L', 'wheelbase': '2,570 mm', 'number_of_cylinders': '4', 'number_of_valves': '16', 'width': '1,880 mm', 'top_speed': '140 km/h'}"
355,Non-iron solid poplin shirt,"{'sleeves': 'Too long Too short Sleeves, 2 out of 3', 'length': 'Too long Too short Length, 2 out of 3', 'overall': '★★★★★ ★★★★★ 3.3'}"
356,Orbit Neutral 4 ft. x 6 ft. Area Rug,"{'area_rug_pattern': 'Geometric', 'features': 'Flame Retardant,Stain Resistant', 'backing_material': 'Polyester, Latex, Other', 'shape': 'Rectangle Color Family', 'approximate_rug_size': '4 X 6 Rug', 'rug_weave': 'Tufted', 'cleaning_instructions': 'Professionally clean', 'color_family': 'Beige', 'rug_material': 'Synthetic', 'construction': 'Machine-made', 'colorfinish': 'Beige', 'area_rug_style': 'Modern', 'flooring_product_type': 'Area Rug'}"
357,FREE UPS Ground Shipping on orders over $150 and under 50 pounds | some exclusions apply,{'finish': 'Galvanized'}
358,Bible Promises to Live by,"{'browse_similar_products_by_category': 'Biblical Reference > General - Reference', 'format': 'Paperback'}"
359,Casual pants,{'measurements': 'Width at end 7.41 inches'}
360,SAND TPMR 1.8(1.5)1 2025 T-MAX S TURNING INSERT 5755168,"{'coating': 'MTCVD', 'standard_pack': '10', 'grade': '2025', 'application_condition': 'Finishing', 'shape': 'Triangle', 'iso_mc': 'M25', 'edges': '3', 'chip_breaker': 'Chip Groove', 'thickness': '.094', 'corner_radius': '.016', 'application_material_classification': 'Stainless', 'conventional_or_wiper': 'Conventional'}"
361,Mud Pie Door Knob Butter Dish,{'color': 'White'}
362,Mud Pie Door Knob Butter Dish,{'color': 'White'}
363,Mud Pie Door Knob Butter Dish,{'color': 'White'}
364,2017 Subaru Forester Price Report,{'seating': '5'}
365,"Welcome to the Terrordome: The Pain, Politics and Promise of Sports",{'paperback': '280 pages'}
366,4PCS Modern Art Oil Paintings Canvas Print Unframed Pictures Home Wall Decor NEW,"{'product_group': 'Home', 'package_quantity': '4', 'binding': 'Kitchen'}"
367,Event Horizon,"{'rated': 'R Restricted', 'studio': 'Warner Bros.', 'number_of_discs': '2', 'run_time': '95 minutes', 'format': 'Multiple Formats, Color, NTSC'}"
368,Event Horizon,"{'rated': 'R Restricted', 'studio': 'Warner Bros.', 'number_of_discs': '2', 'run_time': '95 minutes', 'format': 'Multiple Formats, Color, NTSC'}"
369,Return to Huckleberry Hill (The Matchmakers of Huckleberry Hill),"{'x-ray': 'Not Enabled', 'print_length': '352 pages', 'sold_by': 'Penguin Random House Publisher Services', 'publication_date': 'May 30, 2017', 'lending': 'Not Enabled'}"
370,Ford Expedition Questions,{'more': 'View All Specs'}
371,The Promise,"{'pages': '240', 'product_group': 'Books', 'type': 'Non-Fiction'}"
372,Zebra ZebraNet Print Server II,"{'device_type': 'Print server', 'connectivity_technology': 'Wired', 'software_included': 'Drivers & Utilities', 'data_link_protocol': 'Ethernet', 'form_factor': 'Plug-in module', 'compliant_standards': 'RoHS'}"
373,MERCEDES-BENZ E CLASS,"{'tyre_size_rear': '225/55 R17', 'space_saver': 'False', 'wheel_style': '5 SPOKE', 'alloys': 'True', 'max_towing_weight-unbraked': '750', 'tyre_size_front': '225/55 R17', 'gross_vehicle_weight': '2320', 'fuel_tank_capacity_litres': '66', 'tyre_size_spare': 'TYRE REPAIR KIT', 'turning_circle-kerb_to_kerb': '11.6', 'luggage_capacity_seats_up': '540', 'no_of_seats': '5', 'max_towing_weight-braked': '2100', 'height': '1468', 'max_roof_load': '100', 'max_loading_weight': '640', 'width': '1852'}"
374,KLISMOS ROUND TABLE,"{'general_style': 'Traditional', 'construction': 'Solid, Veneer', 'shape': 'Round', 'top_material': 'Wood Top', 'features': 'Decorative Veneers', 'price': 'Get Price'}"
375,KLISMOS ROUND TABLE,"{'general_style': 'Traditional', 'construction': 'Solid, Veneer', 'shape': 'Round', 'top_material': 'Wood Top', 'features': 'Decorative Veneers', 'price': 'Get Price'}"
376,Sony SA D10 4.1 Channel Multimedia Speaker,{'remote_control': 'Yes'}
377,4849 Stanteen Dr,"{'exterior': 'Brick', 'fireplaces': '1', 'heating': 'Central', 'stories': '2', 'foundation': 'Slab'}"
378,Mid-Century Floating Cabinet,{'number_of_boxes': '1.'}
379,Mid-Century Floating Cabinet,{'number_of_boxes': '1.'}
380,"Irwin 4935351 - GrooveLock V Jaw Pliers, 6""","{'handle': 'Yes', 'unit_of_measure': 'EA'}"
381,Fox Pro RAW Zest Stunt Scooter (B00HEEC0TY | Zest | 610370682432),"{'product_group': 'Sports', 'binding': 'Misc.'}"
382,Fox Pro RAW Zest Stunt Scooter (B00HEEC0TY | Zest | 610370682432),"{'product_group': 'Sports', 'binding': 'Misc.'}"
383,Details about WRANGLER L/S Western Men Shirt-Cowboy-Rodeo-Southwest Blue/Red/Gold Print-Large,"{'sleeve_length': 'Long Sleeve', 'fit': 'Regular', 'size_mens': 'L', 'size_type': 'Regular'}"
384,Details about WRANGLER L/S Western Men Shirt-Cowboy-Rodeo-Southwest Blue/Red/Gold Print-Large,"{'sleeve_length': 'Long Sleeve', 'fit': 'Regular', 'size_mens': 'L', 'size_type': 'Regular'}"
385,Disney Cars Metal Frame Multi Bin Toy Organiser,"{'productgroup': 'Baby Product', 'binding': 'Baby Product', 'color': 'Multicolour'}"
386,Mercedes-Benz GLA-Class 200 CDI Sport,"{'drive_train': 'AWD', 'no_of_cylinder': '4'}"
387,Fender American Elite Telecaster Thinline Maple Fingerboard Electric Guitar Natural 0114312721,"{'truss_rod': 'Standard', 'neck_wood': 'Maple', 'body_finish': 'Gloss', 'orientation': 'Right handed', 'fret_size': 'Medium jumbo', 'number_of_strings': '6-string', 'number_of_frets': '22', 'neck_finish': 'Gloss', 'case': 'Hardshell case'}"
388,"12 Pack : Manischewitz Thin Unsalted Matzo, 10-ounce Boxes","{'shipping': 'Calculated at checkout', 'quantity': '1'}"
389,Suddenly Gone! Grieving to Healing,"{'lending': 'Enabled', 'x-ray': 'Not Enabled', 'print_length': '220 pages', 'sold_by': 'Amazon Digital Services LLC'}"
390,In stock 2015 hot selling bridal fans hollow Ebony handle wedding accessories Fans & Parasols,"{'quantity': '1 Lots (50 Piece / lot)', 'color': 'Champagne'}"
391,"Fellowes WriteRight Universal Screen Protector, Clear, 5/Pk (FEL9689901)",{'colors': 'Clear'}
392,Kodak Care Kit Post Warranty,{'product_type': 'Service'}
393,"Android Developer's Cookbook, The: Building Applications with the Android SDK, 2nd Edition","{'pages': '464', 'edition': '2nd eBook (Watermarked)'}"
394,C.H. Hanson 22150 Premier Steel Hand Stamp Sets,"{'hazmat': 'No', 'shank_type': 'Square', 'tip_type': 'Beveled'}"
395,C.H. Hanson 22150 Premier Steel Hand Stamp Sets,"{'hazmat': 'No', 'shank_type': 'Square', 'tip_type': 'Beveled'}"
396,Firstloot Beautiful Blue Colored Border Worked Chiffon Brasso Saree,{'colour': 'Blue'}
397,DN571B LED20S/830 PSE-E RML C CR,"{'dimmable': 'No', 'optical_coverlens_type': 'No', 'minimum_order': '1', 'driverpower_unittransformer': 'PSE-E', 'optic_type': 'C', 'housing_material': 'ALU', 'flammability_mark': 'F', 'driver_failure_rate_at_5000_h_': '1', 'family': 'Indoor lighting', 'mech_impact_protection_code': 'IK02', 'suitable_for_random_switching': 'Yes', 'ingress_protection_code': 'IP20', 'ambient_temperature_range': '+10 to +40°C', 'pieces_per_pack': '0', 'lamp_colour_temperature': '3000', 'lamp_colour_code': '830', 'glow-wire_test': '850/5', 'protection_class_iec': 'CLII', 'standard_packaging': '1 x (Packaging unit)', 'lamp_family_code': 'LED20S', 'number_of_light_sources': '1', 'connection': 'PIP', 'colour_rendering_index': '>80', 'packs_per_outerbox': '1'}"
398,YEAR END BLOWOUT! – Northern Outback Ivanka Edition – TRAVEL PET BOWL – Dog Bowl -Cat Bowl,"{'productgroup': 'Pet Products', 'binding': 'Misc.', 'producttypename': 'PET_SUPPLIES', 'color': 'Black'}"
399,"Tube and Valve Brush, 19-5/8""L, Medium","{'chemical_resistant': ': Yes', 'bristle_material': ': Polyester'}"
400,Toshiba Tecra R850-S8550 (PT520U-017010) Hard Drive Replacement (9.5mm 2TB Serial ATA-3.0 5400RPM HDD),{'package_dimensions': 'W1.0000” x H1.0000” x L1.0000”'}
401,On the Shoulders of Giants: My Journey Through the Harlem Renaissance,{'hardcover': '288 pages'}
402,xDrive 20d xLine 5dr - 18 IN. ALLOYS - CLIMATE CONTROL - PARKING SENSORS - (2015),"{'luggage_capacity_seats_down': '1600', 'max_roof_load': '100', 'alloys': 'True', 'turning_circle-kerb_to_kerb': '11.9', 'luggage_capacity_seats_up': '550', 'max_towing_weight-unbraked': '750', 'no_of_seats': '5', 'tyre_size_rear': '245/50 R18', 'space_saver': 'False', 'width': '1881', 'tyre_size_front': '245/50 R18', 'gross_vehicle_weight': '2350', 'wheelbase': '2810', 'max_towing_weight-braked': '2000', 'fuel_tank_capacity_litres': '67', 'max_loading_weight': '620', 'tyre_size_spare': 'RUN FLAT TYRES'}"
403,Garment Steamers & Fabric Steamers,{'power': '1500W'}
404,"Structural Open End Wrench, Proto, JC912","{'ships_to': 'US & many other countries,', 'location': 'United States,', 'numberofitems': '1,'}"
405,This and That: A collection of light and dark tales,"{'x-ray': 'Not Enabled', 'sold_by': 'Amazon Digital Services LLC', 'lending': 'Enabled'}"
406,JOHN VARVATOS ★ U.S.A.,"{'measurements': 'Length 25.74 inches', 'jacket': 'Sweatshirt'}"
407,WWOOR Quartz Mens Watch Silver Steel Mesh Strap Casual Sports,"{'case_material': 'Alloy', 'movement': 'Quartz', 'item_type': 'Wristwatches'}"
408,Sidi Dominator 5 Fit MTB Shoe,{'age': '25-34'}
409,Buick LaCrosse 4dr Sdn Premium FWD Specs,"{'doors_windows': 'Rear Defrost, Power Windows', 'exteriorbody': 'Body Style: Sedan'}"
410,Buick LaCrosse 4dr Sdn Premium FWD Specs,"{'doors_windows': 'Rear Defrost, Power Windows', 'exteriorbody': 'Body Style: Sedan'}"
411,Xerox 6R3184 Compatible Remanufactured CF212A Toner,"{'total_recycled_content_percent': '90%', 'oemcompatible': 'Compatible', 'post-consumer_recycled_content_percent': '90%', 'device_types': 'Multifunction Laser Printer', 'colors': 'Yellow', 'supply_type': 'Toner'}"
412,HP DesignJet Z5600 PostScript - large-format printer - color - ink-jet,"{'power': 'AC 120/230 V', 'networking': 'Print server'}"
413,HP DesignJet Z5600 PostScript - large-format printer - color - ink-jet,"{'power': 'AC 120/230 V', 'networking': 'Print server'}"
414,Ford Focus Prices & Deals - South Dakota,"{'drive_wheels': 'Front or AWD', 'seating': '2 front, 3 rear'}"
415,Volkswagen oil pan sealant all cars sealant special sealant,{'quantity': '1 Piece'}
416,Volkswagen Polo 1.4 SE 5dr DSG (2010),"{'technical': 'Emissions139 (g/km)', 'interior': 'Seats5', 'previous_owners': '1', 'fuel': 'TypePetrol, Economy47.9 mpg', 'dimension': 'Vehicle height1,485 mm, Vehicle width1,682 mm', 'exterior': 'Doors5, ColourBlack, Body typeHatchback'}"
417,Yongnuo Speedlite Yn560 Shoe Mount Flash For Canon/nikon,{'type': 'Shoe Mount'}
418,Nespresso CitiZ Titan Gray Automatic Espresso Maker with Bonus Chrome 40 Capsule Carousel,"{'producttypename': 'Kitchen', 'productgroup': 'Kitchen'}"
419,Bushnell Banner Riflescope,"{'finish': 'Matte', 'reticle': 'Multi-X', 'water_resistance': 'Waterproof'}"
420,"WhisperPhone® Element Over-The-Ear Headset, Blue/Orange, Pack Of 12, HB-WPE12 Item # 781379",{'earpiece_design': 'over the ear'}
421,"WhisperPhone® Element Over-The-Ear Headset, Blue/Orange, Pack Of 12, HB-WPE12 Item # 781379",{'earpiece_design': 'over the ear'}
422,Ark Naturals Happy Traveler for Dogs and Cats,{'dimensions': 'See Details'}
423,Surya - Aurora - Rug,{'shape': 'Rectangle'}
424,Rubbermaid 1961712 Configure 15 Gallon Stenni Gray 1 Stream Landfill Outdoor Waste Container with Rain Hood,"{'opening_width': '7 7/16""', 'usage': 'Outdoor', 'liner_material': 'Rigid Plastic', 'lid_type': 'Open', 'shape': 'Rectangle', 'color': 'Gray', 'type': 'Trash Cans', 'ada_compliant': 'Yes'}"
425,"Raybestos FRC11076 Professional Grade Remanufactured, Semi-Loaded Disc Brake Caliper","{'date_first_available': 'October 10, 2007'}"
426,Kaweco AC Sport Fountain Pen Racing Orange KW52417,"{'tip_type': 'Fountain Pen', 'ink_type': 'Liquid Ink'}"
427,Land Rover,"{'previous_owners': 'N/A', 'doors': '5', 'transmission': 'Automatic', 'colour': 'Black', 'fuel_type': 'Diesel'}"
428,Samson Carbon 49,"{'number_of_keys': '49', 'usb': '1 x Type B'}"
429,Husky Liners Front Mud Guards for Select Ford F-350/F-250 Models,{'quantity': 'Set Of 2'}
430,Husky Liners Front Mud Guards for Select Ford F-350/F-250 Models,{'quantity': 'Set Of 2'}
431,Citroën 5HP Torpédo Cabriolet 2 Places C.3 '24 (1924),"{'technical': 'Emissions-', 'interior': 'Seats-', 'previous_owners': '-', 'transmission': 'TypeManual, Gears-, Driven Wheels-', 'fuel': 'TypePetrol, Economy-', 'dimension': 'Vehicle height-, Vehicle width-', 'exterior': 'Doors2, ColourRed, Body typeConvertible'}"
432,"Campbell 4403315, 1/4"" Clevis Slip Hooks Alloy Steel","{'ships_to': 'Worldwide,', 'location': 'Chillicothe, Missouri,'}"
433,AMD Opteron 1212 OSA1212IAA6CZ 2.0GHZ 2MB L2 Cache Socket-AM2 OEM Processor,{'processor_core': 'Dual-core (2 Core)'}
434,AMD Opteron 1212 OSA1212IAA6CZ 2.0GHZ 2MB L2 Cache Socket-AM2 OEM Processor,{'processor_core': 'Dual-core (2 Core)'}
435,Samsung Galaxy J5 2016 16 GB UK SIM-Free Smartphone - White,{'colour': 'Gold Verified Purchase'}
436,2017 Buick LaCrosse Essence,{'color': 'Brown'}
437,Odd and the Frost Giants,{'comment': 'Yes'}
438,Odd and the Frost Giants,{'comment': 'Yes'}
439,Odd and the Frost Giants,{'comment': 'Yes'}
440,Odd and the Frost Giants,{'comment': 'Yes'}
441,Nikon Prostaff 3S 8x42 Waterproof / Fogproof Binoculars with Case + Harness + Smartphone Adapter + Cleaning Kit,"{'objective_diameter': '42mm', 'magnification': '8x'}"
442,KLRK OX-3 1-IN AL X CONDUIT BODY,{'energy_star': 'No'}
443,KLRK OX-3 1-IN AL X CONDUIT BODY,{'energy_star': 'No'}
444,"Flash Furniture XU-CH-60096-BYXY56-GG Burgundy Patterned 18 1/2"" Wide Church Chair with Gold Vein Frame","{'stackable': 'Yes', 'type': 'Chairs', 'seat_material': 'Fabric', 'frame_material': 'Steel', 'frame_color': 'Gold', 'color': 'Burgundy'}"
445,Pavitra Creation Blue Satin Chiffon Embroidery Work Partywear Saree With Blouse Blue Bahubali,"{'work': 'Embroidered', 'color': 'Blue'}"
446,07-15 Toyota Tundra 4WD 2.5'-3' Leveling Strut Extensions,"{'shipping': 'Calculated in Cart', 'quantity': '1'}"
447,Antique Heart Pine,"{'design': 'Plank', 'price': 'Get Price', 'general_style': 'Contemporary'}"
448,"Mr. Beams MB530 Wireless Battery-Operated Indoor/Outdoor Motion-Sensing LED Step/Stair Light, White","{'productgroup': 'Home Improvement', 'size': '1 Pack', 'numberofitems': '1', 'color': 'White'}"
449,Merit Abrasives 8834161481 Ceramic fX QC-T2,"{'standard_pack': '1EA', 'grit': '120', 'abrasive_material': 'Aluminum Oxide', 'hazmat': 'false'}"
450,"INTERTAPE POLYMER GROUP # 74941 ( 761-74941 ) - Intertape Polymer Group Medium Grade Flatback Tapes, 1 Case","{'thickness': '7 mil', 'color': 'Brown'}"
451,Molten Basketball GG7X With A Needle And Carrying Net,{'warranty_type': 'No Warranty'}
452,Electric Socket in Navi Mumbai,"{'colour': 'White', 'color': 'White'}"
453,IMAX Magnus Silver Prehistoric Dinosaur,{'usage': 'Interior Dry'}
454,Air filter for ventilation system G4 7F0100003000,"{'shipping_time': 'available in 20 days, within Germany'}"
455,Wasp Pre-Printed Polyester Asset Tag,"{'shape': 'rectangular', 'label_format': 'roll', 'label_type': 'identification', 'label_use': 'multipurpose', 'machine_compatibility': 'thermal printer'}"
456,Audi RS4,"{'doors': '5', 'owners': '1', 'engine_size': '4163'}"
457,Audi RS4,"{'doors': '5', 'owners': '1', 'engine_size': '4163'}"
458,9805 Avondale Rd NE,"{'fireplace': 'Yes', 'parking': '2'}"
459,Canon EF-M 18-55mm f/3.5-5.6 IS STM,"{'design': '5.0', 'overall': '★★★★★ ★★★★★ 5.0', 'quality': '5.0', 'features': '4.0', 'value': '5.0'}"
460,NETGEARhard drive - 3 TB - SAS,"{'interface': 'SAS', 'spindle_speed': '7200 rpm'}"
461,NETGEARhard drive - 3 TB - SAS,"{'interface': 'SAS', 'spindle_speed': '7200 rpm'}"
